ID,current.year,ejd,area,kom.t+1,flyt,income,wealth,price,vurdering
5,1997,9464,3,3,0,"406680,465284765","917706,803837085",0,0
5,1998,8726,3,2,1,"415642,47763227","882692,826710368",644207,0
5,1999,4133,2,6,1,"405174,346928036","874070,66465107",477950,0
5,2000,4133,6,6,0,"413070,551146871","871079,171145595",0,0
5,2001,3813,6,6,0,"400763,903059128","870726,905486448",0,0
5,2002,3813,6,6,0,"400980,815108108","913598,459228534",0,0
5,2003,3813,6,6,0,"901432,63945356","717634,234111756",0,0
5,2004,3813,6,6,0,"896471,153449845","723908,090302134",0,0
6,1995,3813,3,3,0,"894069,361311114","692776,405685432",0,1011792
6,1996,1474,3,3,1,"870174,713568709","730658,202901069",1765884,0
6,1997,1474,3,3,0,"865739,23632737","697429,785084999",0,0
6,1998,5061,3,3,0,"886794,211300132","718423,72550148",0,0
6,1999,5061,3,3,0,"876025,480378165","741125,367238374",0,0
6,2000,5061,3,3,0,"874637,458202146","715104,595825001",0,0
6,2001,5061,3,3,0,"900089,63602745","705899,052631598",0,0
6,2002,5061,3,3,0,"915447,997688706","679791,898102532",0,0
6,2003,5061,3,3,0,"942719,736365677","902140,120510012",0,0
6,2004,5061,3,3,0,"953504,120674603","880665,877954026",0,0
7,1995,5061,4,4,0,"928847,639574971","849466,27078762",0,1267088
7,1996,5061,4,4,0,"897576,376236339","863457,628266832",0,0
7,1997,5061,4,4,0,"856710,872040421","837443,286152309",0,0
7,1998,5061,4,4,0,"875271,721055496","815408,112131028",0,0
7,1999,5061,4,4,0,"849507,921557306","831943,754081705",0,0
7,2000,5061,4,4,0,"840623,189249063","861003,656015815",0,0
7,2001,5061,4,4,0,"810288,782129366","830065,330009982",0,0
7,2002,5061,4,4,0,"786577,494324124","793405,835460367",0,0
7,2003,5061,4,4,0,"793503,282928534","825178,969617267",0,0
7,2004,5061,4,4,0,"831855,067325493","826951,840113159",0,0
8,1995,5061,2,2,0,"793892,33963049","809929,906549932",0,1120403
8,1996,6917,2,6,1,"790005,765522583","848924,951925871",343487,0
8,1997,6136,6,6,0,"822903,089661284","850346,996940912",0,0
8,1998,6136,6,6,0,"820714,710085377","840825,258873973",0,0
8,1999,6136,6,6,0,"806050,084779196","865913,105365716",0,0
8,2000,6136,6,6,0,"816233,312757304","881306,62380331",0,0
8,2001,6136,6,6,0,"276862,807339057","557603,62627916",0,0
8,2002,6136,6,6,0,"281272,179726536","533000,378653877",0,0
8,2003,2280,6,6,0,"269904,565327354","542243,980866009",0,0
8,2004,2280,6,6,0,"282603,075520569","547064,901973018",0,0
9,1995,9181,1,5,1,"291493,815952036","566097,181679873",1491602,1816878
9,1996,4360,5,5,1,"302079,076859086","547721,238589862",1284911,0
9,1997,4360,5,5,0,"304588,132346096","554584,753224475",0,0
9,1998,4360,5,5,0,"305058,538378823","538089,287359608",0,0
9,1999,4360,5,5,0,"307531,002543761","550847,277271902",0,0
9,2000,4360,5,5,0,"313132,927464673","549012,835317631",0,0
9,2001,4360,5,5,0,"852209,026692435","87702,5863155723",0,0
9,2002,4360,5,5,0,"816843,969921904","90836,0378261342",0,0
9,2003,3932,5,5,0,"823164,058079019","94333,5222498948",0,0
9,2004,407,5,5,1,"838126,183118719","97436,5553283651",1442853,0
10,1995,5642,5,5,0,763654,892444,0,1856968
10,1996,5642,5,5,0,"766321,652932394","885148,977807729",0,0
10,1997,5642,5,5,0,"768478,64998986","842189,61503274",0,0
10,1998,5642,5,5,0,"741275,887724409","868720,86751738",0,0
10,1999,5642,5,5,0,"705179,041317311","867048,87858141",0,0
10,2000,5642,5,5,0,"676615,909328662","865136,051496852",0,0
10,2001,5642,5,5,0,"672953,769686336","893168,79305539",0,0
10,2002,5642,5,5,0,"686349,819162644","927773,477633978",0,0
10,2003,9913,5,2,1,"703382,139624406","893036,454801155",656237,0
10,2004,9913,2,2,0,"717776,527752063","897522,332956492",0,0
11,1995,1170,6,6,0,761941,241707,0,1096626
11,1996,1170,6,6,0,"775556,993818632","253790,577854937",0,0
11,1997,1170,6,6,0,"762062,763012865","259298,9414588",0,0
11,1998,1170,6,6,0,"760402,698062293","254591,128413686",0,0
11,1999,1170,6,6,0,"745633,269585613","242607,608007421",0,0
11,2000,1170,6,6,0,"755522,951591049","235859,245035696",0,0
11,2001,1170,6,6,0,"783568,310687882","235674,064178724",0,0
11,2002,1170,6,6,0,"752028,909552764","244762,576533409",0,0
11,2003,1170,6,6,0,"731472,598183735","242541,110709406",0,0
11,2004,1170,6,6,0,"737026,795535019","247042,286976085",0,0
12,1995,6840,6,6,0,"105325,843440369","258831,031605883",0,1577876
12,1996,7916,6,6,0,454270,921051,0,0
12,1997,7916,6,6,0,"448810,482148857","877454,043696768",0,0
12,1998,7916,6,6,0,"452317,888111348","886435,243753164",0,0
12,1999,7916,6,6,0,"439250,303832721","855631,051923685",0,0
12,2000,7916,6,6,0,"425109,911671138","850849,52117469",0,0
12,2001,8142,6,2,1,"446158,302224482","837509,425281632",801879,0
12,2002,8142,2,2,0,"452864,944495836","864612,391262277",0,0
12,2003,8142,2,2,0,"432091,047886919","871023,767996227",0,0
12,2004,8142,2,2,0,"443128,934201028","839130,57692182",0,0
13,1995,8142,3,3,0,"421182,751903865","814045,445810895",0,1680929
13,1996,3023,3,3,0,"784531,427314505","833782,424341628",0,0
13,1997,6841,3,3,0,877122,849987,0,0
13,1998,6841,3,3,0,"871603,69983904","880455,025253811",0,0
13,1999,6841,3,3,0,"834142,296992891","888822,87244164",0,0
13,2000,6841,3,3,0,"815620,202869639","885325,757404299",0,0
13,2001,6841,3,3,0,"843249,731049449","925341,869475518",0,0
13,2002,6841,3,3,0,"833812,869751128","915086,687771272",0,0
13,2003,6841,3,3,0,"823792,174953388","896399,354497419",0,0
13,2004,6841,3,1,0,"824972,279675203","902712,161342677",0,0
14,1995,6841,1,1,0,"812391,305597394","862711,002620381",0,1933897
14,1996,6841,1,1,0,"839901,358957975","879516,278926851",0,0
14,1997,6732,1,1,0,"38749,1227593273","867858,071129031",0,0
14,1998,4226,1,1,0,618503,604917,0,0
14,1999,4226,1,1,0,"597105,130348962","576858,770651597",0,0
14,2000,4226,1,1,0,"572901,285963149","588796,478703151",0,0
14,2001,4226,1,1,0,"553498,39570204","572343,408401579",0,0
14,2002,4226,1,1,0,"571198,967060744","547727,823435425",0,0
14,2003,4226,1,1,0,"588876,539941703","529096,524002749",0,0
14,2004,4226,1,4,0,"596531,012789988","530720,233914052",0,0
15,1995,4226,4,4,0,"617476,457656536","506364,554361502",0,1824371
15,1996,4226,4,4,0,"602871,445701604","512869,003924977",0,0
15,1997,4226,4,4,0,"590354,18056826","500627,749603441",0,0
15,1998,5315,4,4,0,"516738,046426326","487891,266854143",0,0
15,1999,690,4,4,0,595127,576380,0,0
15,2000,690,4,4,0,"567052,147030816","554015,672061512",0,0
15,2001,690,4,4,0,"589849,558672141","528387,723462882",0,0
15,2002,690,4,4,0,"604945,399918239","511208,050738155",0,0
15,2003,7045,4,3,1,"606933,993691601","515021,255763861",1440368,0
15,2004,2082,3,5,1,"624162,213322528","501034,688170484",731367,0
16,1995,2082,5,5,0,"621209,033154705","525313,561611819",0,1308186
16,1996,2082,5,5,0,"601218,254679212","503965,229953557",0,0
16,1997,2082,5,5,0,"592470,831260795","495053,468911192",0,0
16,1998,2082,5,5,0,"578275,216764764","499587,831011392",0,0
16,1999,1433,5,1,1,"692401,090404019","517829,528072974",1943905,0
16,2000,6936,1,1,0,545582,439769,0,0
16,2001,6936,1,1,0,"527448,005604475","451415,650122763",0,0
16,2002,6936,1,1,0,"551304,25143682","469352,159116827",0,0
16,2003,6936,1,1,0,"550766,625320784","469913,792897063",0,0
16,2004,6936,1,5,0,"527225,867601668","477563,484530002",0,0
17,1995,6936,5,5,0,"522327,869098243","474805,725511291",0,1073051
17,1996,6936,5,5,0,"534706,709375708","486768,809697748",0,0
17,1997,6936,5,5,0,"560071,158735113","501617,513807459",0,0
17,1998,6936,5,5,0,"570460,142861637","500863,092875896",0,0
17,1999,6936,5,5,0,"583456,295848159","508717,960810338",0,0
17,2000,8710,5,5,0,"674983,442993835","497812,106775271",0,0
17,2001,4053,5,2,1,103683,176052,662912,0
17,2002,4053,2,2,0,"100069,773832346","167773,700001936",0,0
17,2003,4053,2,2,0,"100579,029396719","165003,420448422",0,0
17,2004,4053,2,2,0,"97520,8384070093","166837,989146558",0,0
18,1995,4053,2,2,0,"94967,312404959","165759,262023338",0,1591476
18,1996,4053,2,2,0,"92597,1857028495","167112,00932403",0,0
18,1997,3136,2,2,1,"90704,687500052","165590,119148732",393078,0
18,1998,5172,2,5,1,"91149,1969183725","166889,810524615",300175,0
18,1999,5172,5,5,0,"93366,7899142206","163506,2211119",0,0
18,2000,8842,5,6,1,"88881,2887846354","162436,885671581",617758,0
18,2001,4258,6,2,1,"906313,056824729","156257,466249714",1382537,0
18,2002,8915,2,2,0,902580,816639,0,0
18,2003,1258,2,2,1,"868457,506579184","795785,227982199",1727905,0
18,2004,1258,2,4,0,"903114,006006759","775225,42285999",0,0
19,1995,1258,4,4,0,"909533,690246683","788186,93035703",0,1256870
19,1996,1258,4,4,0,"919138,542344641","761600,140859496",0,0
19,1997,1258,4,4,0,"915023,99550476","730455,988783866",0,0
19,1998,1258,4,4,0,"907704,520070257","725906,11977477",0,0
19,1999,1258,4,4,0,"942348,290200649","755674,0071223",0,0
19,2000,1258,4,4,0,"982999,957904602","733754,120148425",0,0
19,2001,1258,4,4,0,"1000267,55810494","709073,688964868",0,0
19,2002,1811,4,4,0,"649480,450199917","698698,259798472",0,0
19,2003,3971,4,4,0,180649,162930,0,0
19,2004,3971,4,4,0,"183022,050453923","169996,412243404",0,0
20,1995,2687,4,4,1,"182895,036487662","167291,62368385",1417617,1883362
20,1996,2687,3,3,0,"188139,687555345","163162,999048515",0,0
20,1997,2687,3,3,0,"196108,045864199","169159,031772274",0,0
20,1998,2687,3,3,0,"199013,241616572","168828,342389845",0,0
20,1999,2687,3,3,0,"193252,134842209","173035,074470407",0,0
20,2000,2687,3,3,0,"185179,849566173","174169,797353777",0,0
20,2001,2687,3,3,0,"176050,905044618","172081,587927494",0,0
20,2002,2687,3,3,0,"167839,838644214","179224,418329838",0,0
20,2003,9672,3,3,0,"321458,131307736","186689,838646009",0,0
20,2004,1707,3,2,0,907339,91834,0,0
21,1995,1707,2,2,0,"939801,309171874","88515,9029155744",0,1290600
21,1996,1707,2,2,0,"961771,042543027","92170,1842279268",0,0
21,1997,1707,2,2,0,"984997,794141983","89919,7877641873",0,0
21,1998,1707,2,2,0,"1008391,09383365","86099,4388985097",0,0
21,1999,1707,2,2,0,"990010,790640324","85606,2531730128",0,0
21,2000,1707,2,2,0,"1020788,17037936","81457,519937866",0,0
21,2001,1707,2,2,0,"1054283,74426366","83438,6482687812",0,0
21,2002,1707,2,2,0,"1019468,29885455","87569,7229342167",0,0
21,2003,1707,2,2,0,"1047420,65451729","87665,8260134976",0,0
21,2004,3246,2,1,0,"779491,049936041","89364,1292837836",0,0
22,1995,1046,1,1,0,640587,563935,0,1378923
22,1996,1046,1,1,0,"671874,812386399","569160,607335347",0,0
22,1997,1046,1,1,0,"673645,516098815","556887,879731844",0,0
22,1998,1046,1,1,0,"664101,336611566","531172,371697423",0,0
22,1999,1046,1,1,0,"655767,082772966","545414,698032348",0,0
22,2000,1046,1,1,0,"652004,899271737","538789,61722135",0,0
22,2001,1046,1,1,0,"654083,474975253","520698,905327308",0,0
22,2002,1046,1,1,0,"632193,964265826","503669,021345164",0,0
22,2003,1046,1,1,0,"601526,853426084","526699,232017257",0,0
22,2004,1046,1,5,0,"590228,070498113","545514,38737347",0,0
23,1995,6891,5,5,0,"882760,520325974","528320,892148193",0,1054565
23,1996,24,5,5,0,250672,695684,0,0
23,1997,24,5,5,0,"260314,07486934","706371,93057224",0,0
23,1998,24,5,5,0,"266900,898868752","740355,403019734",0,0
23,1999,24,5,5,0,"262363,207409088","729062,462632006",0,0
23,2000,24,5,5,0,"255876,861504912","751241,686687051",0,0
23,2001,24,5,5,0,"244940,918490257","776686,854699779",0,0
23,2002,9881,5,6,1,"239152,542965633","788114,018798245",604085,0
23,2003,9881,6,6,0,"243208,962739571","760885,039282311",0,0
23,2004,9881,6,4,0,"231970,145653636","729091,93363005",0,0
24,1995,9881,4,4,0,"235395,146597726","722055,618795531",0,1649426
24,1996,2026,4,4,0,"365220,323903486","737525,732429773",0,0
24,1997,2141,4,4,0,533441,176406,0,0
24,1998,2141,4,4,0,"551243,116756343","173228,877872391",0,0
24,1999,2141,4,4,0,"550802,885363362","168700,778435432",0,0
24,2000,2141,4,4,0,"566585,782285391","164400,001026359",0,0
24,2001,2141,4,4,0,"588231,850198582","167915,619537608",0,0
24,2002,2141,4,4,0,"567057,889537698","174938,917454161",0,0
24,2003,2141,4,4,0,"564526,371773509","174994,72939753",0,0
24,2004,2141,4,1,0,"556353,579529974","183119,726842115",0,0
25,1995,2141,1,1,0,"552014,765161303","183885,792802956",0,1091505
25,1996,2141,1,1,0,"554687,521490371","178438,651028746",0,0
25,1997,2349,1,1,0,"369598,426157609","181745,971731225",0,0
25,1998,3290,1,1,0,380922,193884,0,0
25,1999,3290,1,1,0,"373500,296112203","193936,512163605",0,0
25,2000,3290,1,1,0,"390317,98580902","185212,440196318",0,0
25,2001,3290,1,1,0,"394430,259099308","190047,060595395",0,0
25,2002,3290,1,1,0,"379922,735196585","184209,110331196",0,0
25,2003,3290,1,1,0,"363292,568717727","185370,093285016",0,0
25,2004,3290,1,6,0,"377809,032234548","191135,325834595",0,0
26,1995,3290,6,6,0,"388790,201398265","195837,888468262",0,1851088
26,1996,3290,6,6,0,"370728,783346045","202908,384946375",0,0
26,1997,3290,6,6,0,"355845,832118228","196353,990183053",0,0
26,1998,3290,6,6,0,"356171,359820628","197688,420968641",0,0
26,1999,3290,6,6,0,"356020,798348185","202873,963434114",0,0
26,2000,3290,6,6,0,"370702,040403336","211397,527597937",0,0
26,2001,3290,6,6,0,"361422,787695061","206943,8811706",0,0
26,2002,3290,6,6,0,"373595,586914576","207401,120238655",0,0
26,2003,3290,6,6,0,"369012,228677211","198848,156141061",0,0
26,2004,3290,6,2,0,"379458,632340849","200940,783267668",0,0
27,1995,3290,2,2,0,"361004,540883242","197016,236529211",0,1169685
27,1996,3290,2,2,0,"355877,457904043","193526,834018295",0,0
27,1997,3290,2,2,0,"367336,129703382","193559,833239707",0,0
27,1998,3290,2,2,0,"369582,135683534","197549,539510631",0,0
27,1999,3290,2,2,0,"385041,402771411","201477,306916752",0,0
27,2000,7308,2,2,1,"386039,325562315","196821,1129801",1001523,0
27,2001,7308,2,2,0,"372761,475657641","193691,51525553",0,0
27,2002,7308,2,2,0,"369657,338790969","193627,245251647",0,0
27,2003,7941,2,3,1,"379917,319121661","190141,267449663",1835521,0
27,2004,7941,3,5,0,"364702,314807618","182368,610847252",0,0
28,1995,7941,5,5,0,"348093,972412975","176488,908844754",0,1536165
28,1996,7941,5,5,0,"345067,20138447","167694,759571366",0,0
28,1997,7941,5,5,0,"341871,008974218","171920,842570079",0,0
28,1998,7941,5,5,0,"331736,182728291","177578,82178428",0,0
28,1999,7941,5,5,0,"337380,799100748","180165,024300084",0,0
28,2000,7941,5,5,0,"327340,327700584","181211,841009216",0,0
28,2001,7941,5,5,0,"312056,824929552","185470,238190838",0,0
28,2002,7941,5,5,0,"302270,435543919","188302,718537049",0,0
28,2003,7941,5,5,0,"303155,57795694","197279,376394449",0,0
28,2004,7941,5,5,0,"308365,691254776","191574,987985696",0,0
29,1995,7941,5,5,0,"297795,561402663","185080,466875919",0,1576992
29,1996,7941,5,5,0,"290395,909653617","184233,010404643",0,0
29,1997,7941,5,5,0,"280492,541638068","191864,275252102",0,0
29,1998,7941,5,5,0,"288460,202548057","187464,988641274",0,0
29,1999,7941,5,5,0,"302767,099333181","186423,215166326",0,0
29,2000,7941,5,5,0,"316352,739882903","181552,157394367",0,0
29,2001,7941,5,5,0,"329385,871433851","188404,734263183",0,0
29,2002,7941,5,5,0,"325482,913032025","186227,812564843",0,0
29,2003,7941,5,5,0,"321178,98243908","185598,320263763",0,0
29,2004,7941,5,2,0,"306362,665036251","191824,454295159",0,0
30,1995,7941,2,2,0,"314187,01551429","192351,494419869",0,1807319
30,1996,7941,2,2,0,"302126,798355488","192432,990821634",0,0
30,1997,7941,2,2,0,"294755,843490208","200162,621600261",0,0
30,1998,7941,2,2,0,"306022,554820446","205945,777134037",0,0
30,1999,7941,2,2,0,"313601,682977851","214260,092089062",0,0
30,2000,7941,2,2,0,"305310,941019732","214133,312344692",0,0
30,2001,7941,2,2,0,"306279,4168563","217335,125695943",0,0
30,2002,7941,2,2,0,"297638,50925311","227200,998448885",0,0
30,2003,7941,2,2,0,"291054,010098927","234485,174525923",0,0
30,2004,7941,2,3,0,"296039,656142077","235389,118781323",0,0
31,1995,7941,3,3,0,"285804,984561319","234518,385018207",0,1754181
31,1996,7941,3,3,0,"294720,506803848","225823,424706436",0,0
31,1997,7941,3,3,0,"288893,663393455","228403,170377681",0,0
31,1998,7941,3,3,0,"284662,197513079","226367,335555413",0,0
31,1999,7941,3,3,0,"274372,056035643","230887,36237554",0,0
31,2000,7941,3,3,0,"273905,266298422","225288,279174357",0,0
31,2001,5163,3,2,1,"270925,191508331","215780,614692784",216089,0
31,2002,5163,2,2,0,"282958,441348458","205256,883963575",0,0
31,2003,5163,2,2,0,"282505,113155551","213634,424017583",0,0
31,2004,5163,2,6,0,"280200,720521786","220349,118033298",0,0
32,1995,5163,6,6,0,"292683,765442314","218612,715406871",0,1728744
32,1996,5163,6,6,0,"296798,379158647","215019,122002149",0,0
32,1997,5163,6,6,0,"283542,19170044","224403,58056099",0,0
32,1998,5163,6,6,0,"276350,273201396","234426,098199364",0,0
32,1999,3176,6,1,1,"288657,872179416","228840,835651035",566981,0
32,2000,3176,1,1,0,"289161,607423977","222489,925494114",0,0
32,2001,3176,1,1,0,"296723,025169346","213139,953682415",0,0
32,2002,3176,1,1,0,"287292,723548258","210721,583456194",0,0
32,2003,3176,1,1,0,"288950,113060971","214483,865702796",0,0
32,2004,3176,1,1,0,"296012,144599325","218157,718194115",0,0
33,1995,7936,1,1,1,"285303,317632156","215220,716788827",1280967,1158766
33,1996,7936,1,1,0,"286162,999377571","220536,41503167",0,0
33,1997,7936,1,1,0,"299879,396456028","226398,246600454",0,0
33,1998,7936,1,1,0,"303804,71485994","220907,144045633",0,0
33,1999,7936,1,1,0,"291184,548054893","213370,946254701",0,0
33,2000,8434,1,5,1,"284994,957534723","217546,988800043",601062,0
33,2001,8434,5,5,0,"298194,701960384","209451,324074941",0,0
33,2002,8434,5,5,0,"289281,821302379","211565,025082534",0,0
33,2003,8434,5,5,0,"277981,882049716","221281,468634474",0,0
33,2004,4224,5,3,1,"289543,594234411","221869,252204377",1627023,0
34,1995,4224,3,3,0,"294088,276201015","232911,366600097",0,1231135
34,1996,4224,3,3,0,"280265,84721472","237141,391582645",0,0
34,1997,4224,3,3,0,"293523,870195886","227740,244216122",0,0
34,1998,4224,3,3,0,"279854,561731487","228249,366281696",0,0
34,1999,4224,3,3,0,"287741,439225419","236193,751052187",0,0
34,2000,4224,3,3,0,"275752,359153809","244698,552755725",0,0
34,2001,4224,3,3,0,"277978,560661657","254475,191071815",0,0
34,2002,4224,3,3,0,"276478,983043947","261875,3489751",0,0
34,2003,4224,3,3,0,"265993,240970036","272348,637803235",0,0
34,2004,4224,3,2,0,"272992,353345075","271115,889916238",0,0
35,1995,4224,2,2,0,"281691,959970645","279660,435568963",0,1057875
35,1996,4224,2,2,0,"286634,508114592","282731,629074779",0,0
35,1997,4224,2,2,0,"276647,509400878","278470,091028233",0,0
35,1998,4224,2,2,0,"289671,812450604","272054,481455521",0,0
35,1999,4224,2,2,0,"282019,337185541","270448,872628083",0,0
35,2000,4224,2,2,0,"270907,051110127","264936,853799892",0,0
35,2001,4224,2,2,0,"264246,87333316","253093,193566182",0,0
35,2002,4224,2,2,0,"268558,974466214","244917,869425851",0,0
35,2003,4224,2,2,0,"278565,984270341","249613,566550578",0,0
35,2004,4224,2,4,0,"270505,825517173","258764,139848583",0,0
36,1995,4224,4,4,0,"273413,190248484","266060,452416456",0,1004812
36,1996,4224,4,4,0,"279105,702096765","262319,225272102",0,0
36,1997,4224,4,4,0,"276152,52410572","264085,601583668",0,0
36,1998,4224,4,4,0,"264024,259479784","257474,592412173",0,0
36,1999,4224,4,4,0,"262181,481348616","257989,441016764",0,0
36,2000,4224,4,4,0,"256187,158020968","245919,224331307",0,0
36,2001,4224,4,4,0,"249118,666749002","237661,395433081",0,0
36,2002,4224,4,4,0,"241116,053621103","233887,691993041",0,0
36,2003,4224,4,4,0,"234537,938350902","224704,377780674",0,0
36,2004,4224,4,5,0,"242128,995890066","220865,179060967",0,0
37,1995,4224,5,5,0,"244698,721019517","230592,660376587",0,1670600
37,1996,4224,5,5,0,"240808,980512418","234688,695070387",0,0
37,1997,4167,5,5,1,"245764,844668592","239077,634738267",225532,0
37,1998,4167,5,5,0,"237327,809969139","229129,461228312",0,0
37,1999,4167,5,5,0,"247925,759893035","226591,397848",0,0
37,2000,4167,5,5,0,"239801,593335504","229272,66007812",0,0
37,2001,4167,5,5,0,"244968,587607051","224383,481974212",0,0
37,2002,4167,5,5,0,"254355,552420857","218843,752303874",0,0
37,2003,4167,5,5,0,"245936,305433241","213071,086503067",0,0
37,2004,4167,5,2,0,"240721,633269509","222406,696330323",0,0
38,1995,4167,2,2,0,"248625,757905915","232874,126685233",0,1813286
38,1996,4167,2,2,0,"243082,975144008","236557,379158465",0,0
38,1997,4167,2,2,0,"231388,478353952","235266,609241531",0,0
38,1998,7129,2,2,1,"233106,276478991","243756,308864842",1649662,0
38,1999,7129,2,2,0,"241828,222648668","255208,620719756",0,0
38,2000,7129,2,2,0,"235075,527954372","249665,470110784",0,0
38,2001,7129,2,2,0,"241121,895712081","249629,314369115",0,0
38,2002,7129,2,2,0,"247448,479997148","251892,633949746",0,0
38,2003,8611,2,1,1,"240123,949188259","254734,751282837",620167,0
38,2004,8611,1,2,0,"228938,74280798","252954,755719563",0,0
39,1995,8611,2,2,0,"235261,091129455","257445,055253197",0,1064067
39,1996,8611,2,2,0,"232639,235623083","268455,153999326",0,0
39,1997,8611,2,2,0,"222995,989912711","268903,065952536",0,0
39,1998,8611,2,2,0,"217231,086674912","263834,169526887",0,0
39,1999,8611,2,2,0,"225173,374996552","264106,252775888",0,0
39,2000,8611,2,2,0,"222878,936880499","266573,415903927",0,0
39,2001,8611,2,2,0,"221098,397998814","262808,512411135",0,0
39,2002,8611,2,2,0,"221242,5182544","256547,20333368",0,0
39,2003,8611,2,2,0,"213455,282634369","255407,837688626",0,0
39,2004,8611,2,5,0,"216854,890685581","257888,203894823",0,0
40,1995,8611,5,5,0,"217718,660091543","269885,315856028",0,1741979
40,1996,8611,5,5,0,"212833,477628429","274741,640547713",0,0
40,1997,8611,5,5,0,"218477,6440914","287436,156774227",0,0
40,1998,8611,5,5,0,"214896,021318938","300259,446923608",0,0
40,1999,8611,5,5,0,"223925,863605034","312780,491476556",0,0
40,2000,8611,5,5,0,"227462,38373016","305771,195879058",0,0
40,2001,4796,5,6,1,"224897,025495209","317527,37462556",1267179,0
40,2002,4796,6,6,0,"217678,022504746","318019,450352679",0,0
40,2003,5041,6,3,1,"225603,748224351","317385,397159217",615640,0
40,2004,5041,3,1,0,"234241,704497725","330076,777414086",0,0
41,1995,5041,1,1,0,"241409,721397387","327554,106186902",0,1717176
41,1996,5041,1,1,0,"252733,951591307","339887,962493375",0,0
41,1997,5041,1,1,0,"253247,530969049","349287,738878939",0,0
41,1998,5041,1,1,0,"263659,748912459","352535,229689861",0,0
41,1999,5041,1,1,0,"258395,662420876","349468,607570408",0,0
41,2000,5041,1,1,0,"267439,611416179","353561,335491198",0,0
41,2001,5041,1,1,0,"276704,778186601","349316,340537075",0,0
41,2002,5041,1,1,0,"271580,731374654","362271,343192187",0,0
41,2003,5041,1,1,0,"283831,161695478","379172,198302427",0,0
41,2004,5041,1,1,0,"275128,215253679","360998,283254815",0,0
42,1995,5041,1,1,0,"274035,602635185","352694,925160398",0,1268720
42,1996,5041,1,1,0,"265277,934764537","346950,380316423",0,0
42,1997,5041,1,1,0,"253983,228152597","357132,181046975",0,0
42,1998,5041,1,1,0,"263539,229260831","354981,860286728",0,0
42,1999,5041,1,1,0,"259345,658470918","357519,320344063",0,0
42,2000,8352,1,2,1,"262360,189985391","359163,905766322",1418778,0
42,2001,8352,2,2,0,"274702,617078872","361102,662564651",0,0
42,2002,8352,2,2,0,"276485,861672701","363986,061704045",0,0
42,2003,8352,2,2,0,"274061,969784565","363873,994805075",0,0
42,2004,8352,2,5,0,"267564,367594557","357222,064930085",0,0
43,1995,8352,5,5,0,"260894,202685528","350345,930661221",0,1892547
