ID,current.year,ejd,area,kom.t+1,flyt,income,wealth,pris.salg,vurdering
17,2002,6593,6,6,0,764267.801889487,599372.220061454,0,0
17,2003,6593,6,6,0,743590.836986037,623325.228535566,0,0
17,2004,6593,6,4,0,717018.928213068,625248.323140747,0,0
18,1995,6593,4,4,0,731096.901690929,636386.799727814,0,2902837
18,1996,6593,4,4,0,761176.905788013,664002.599047468,0,0
18,1997,6593,4,4,0,728890.767814347,656609.597955146,0,0
18,1998,6593,4,4,0,737025.677216092,683700.103472543,0,0
18,1999,6593,4,4,0,755094.500488713,661420.198647299,0,0
18,2000,6593,4,4,0,756257.692884594,631036.316111202,0,0
18,2001,1389,4,4,0,676485.692616552,623161.611922334,0,0
18,2002,3192,4,4,0,720516,900927,0,0
18,2003,3192,4,4,0,696042.765650775,920058.459964283,0,0
18,2004,3192,4,5,0,724223.138043419,963370.390119366,0,0
19,1995,3192,5,5,0,725669.186744616,1005749.05148326,0,1268574
19,1996,3192,5,5,0,705035.361401576,1024330.19151786,0,0
19,1997,3192,5,5,0,688494.922994598,1028255.95461075,0,0
19,1998,3192,5,5,0,656580.131000939,1056733.53797306,0,0
19,1999,3192,5,5,0,681775.516320582,1068801.57538671,0,0
19,2000,3192,5,5,0,656760.614946072,1070761.61689555,0,0
19,2001,3192,5,5,0,676461.070799807,1088078.22341641,0,0
19,2002,3867,5,5,0,799765.804316849,1116968.65224015,0,0
19,2003,8761,5,5,0,677154,936605,0,0
19,2004,8761,5,2,0,698196.092967551,915153.003299134,0,0
20,1995,8761,2,2,0,705932.190024315,890701.838907483,0,1539928
20,1996,8761,2,2,0,679106.471550223,875791.794030021,0,0
20,1997,8761,2,2,0,699867.936041377,913344.165387177,0,0
20,1998,8761,2,2,0,669408.625804307,913303.94089348,0,0
20,1999,8761,2,2,0,642526.981485405,924456.484729083,0,0
20,2000,8761,2,2,0,640273.298588621,910395.79345824,0,0
20,2001,8761,2,2,0,659299.896993713,921311.163785749,0,0
20,2002,8761,2,2,0,647368.181331845,905837.663708116,0,0
20,2003,380,2,2,0,980931.984027848,939394.120012731,0,0
20,2004,5920,2,6,0,298946,281290,0,0
21,1995,5920,6,6,0,310813.341790336,277597.656875431,0,1656594
21,1996,5920,6,6,0,313866.575662483,275391.241467892,0,0
21,1997,5920,6,6,0,301369.305519481,283106.516872322,0,0
21,1998,5920,6,6,0,288893.114383457,291386.62385135,0,0
21,1999,5920,6,6,0,277590.186878573,301557.381990161,0,0
21,2000,5920,6,6,0,290028.143609614,303331.643996341,0,0
21,2001,5920,6,6,0,295487.346867353,288525.657135335,0,0
21,2002,5920,6,6,0,308430.732806585,290686.387652968,0,0
21,2003,5920,6,6,0,307940.132468862,299063.620541091,0,0
21,2004,8142,6,4,0,366567.252902314,310510.36353728,0,0
22,1995,1071,4,4,1,140091,647283,1096246,2117087
22,1996,1071,4,4,0,141262.510429324,657143.504503099,0,0
22,1997,1071,4,4,0,137538.142989274,680244.29027981,0,0
22,1998,1071,4,4,0,135733.072027357,655391.917986626,0,0
22,1999,1071,4,4,0,138047.666611916,637815.598721791,0,0
22,2000,1071,4,4,0,136546.115780643,668084.203998182,0,0
22,2001,1071,4,4,0,136845.31728785,686599.387004708,0,0
22,2002,260,4,4,1,131500.366906985,710381.401284076,1061860,0
22,2003,260,4,4,0,135909.983378106,690874.535786451,0,0
22,2004,260,4,3,0,140148.691653432,724355.763716406,0,0
23,1995,4138,3,3,0,808273.176895455,746864.53745594,0,2462615
23,1996,897,3,3,0,687989,615646,0,0
23,1997,897,3,3,0,686962.514101616,617475.042863826,0,0
23,1998,897,3,1,0,710446.301236907,600379.412178263,0,0
23,1999,3446,1,1,1,706580.602966376,605461.456876697,1439035,0
23,2000,3446,1,1,0,690019.07015845,579113.132846508,0,0
23,2001,3446,1,5,0,717569.000464933,594204.56089229,0,0
23,2002,4558,5,6,1,724857.0216212,581189.089740168,446961,0
23,2003,2701,6,6,1,738333.463562768,609090.714403464,1566171,0
23,2004,2701,6,3,0,715294.388066637,629628.2811059,0,0
24,1995,2701,3,3,0,721444.37834609,632580.163583188,0,2922853
24,1996,4583,3,3,0,912067.704601213,622459.056607385,0,0
24,1997,8850,3,3,0,350485,114450,0,0
24,1998,8850,3,3,0,335745.159796504,112625.452050824,0,0
24,1999,8850,3,3,0,328237.337261336,111170.916286681,0,0
24,2000,8850,3,3,0,330029.161570951,109516.490159713,0,0
24,2001,8850,3,3,0,339709.15367339,106235.817794152,0,0
24,2002,8850,3,3,0,337022.771894954,106511.38202439,0,0
24,2003,8850,3,3,0,332300.699131813,105300.181237376,0,0
24,2004,8850,3,3,0,343512.607856905,108139.752276573,0,0
25,1995,1539,3,3,1,360444.006491952,106772.684995783,1095420,511228
25,1996,1539,3,3,0,373083.073463818,103498.879740378,0,0
25,1997,2248,3,4,0,618876.819266006,104978.406238954,0,0
25,1998,958,4,4,1,778590,312164,1194641,0
25,1999,958,4,4,0,817272.879368003,317146.340704708,0,0
25,2000,958,4,4,0,796415.149020067,319609.45983441,0,0
25,2001,958,4,4,0,800416.48369871,329488.300823875,0,0
25,2002,958,4,6,0,767137.742263486,326900.68586904,0,0
25,2003,3419,6,6,1,760709.495826519,314404.95109826,1236058,0
25,2004,3419,6,5,0,796894.627668177,318000.297299141,0,0
26,1995,3419,5,5,0,831611.331797113,308280.925768003,0,1766764
26,1996,3419,5,5,0,826087.31016607,312960.669845555,0,0
26,1997,3419,5,5,0,803934.030903412,322249.996612409,0,0
26,1998,3419,5,5,0,830845.998579229,311746.88216818,0,0
26,1999,3419,5,5,0,801715.810761592,308661.832805609,0,0
26,2000,3419,5,5,0,808825.890435046,320945.314704622,0,0
26,2001,3419,5,5,0,772792.306241399,330418.179262455,0,0
26,2002,3419,5,5,0,745320.493934974,320291.505370797,0,0
26,2003,3419,5,5,0,719185.829918712,307055.550615137,0,0
26,2004,3419,5,5,0,719364.750415582,311280.26065315,0,0
27,1995,3419,5,5,0,688665.277170341,307792.906968055,0,1190296
27,1996,3419,5,5,0,687080.2970758,303370.2626911,0,0
27,1997,3419,5,5,0,691452.038630435,295326.745558169,0,0
27,1998,3419,5,5,0,719018.209700313,309098.330846507,0,0
27,1999,3419,5,5,0,725435.036161857,321608.094325981,0,0
27,2000,3419,5,5,0,715267.19972471,323057.117232843,0,0
27,2001,3419,5,5,0,688507.659150125,338791.498777597,0,0
27,2002,3419,5,5,0,655103.054407808,322721.442430283,0,0
27,2003,3419,5,5,0,665947.975737032,330402.155846145,0,0
27,2004,3419,5,6,0,663210.100206669,337806.930571083,0,0
28,1995,3419,6,6,0,692681.332973559,328235.591251576,0,1026184
28,1996,9530,3,3,1,672795.614515567,325850.245062519,1623671,0
28,1997,9530,3,4,0,663280.107372179,324142.725247491,0,0
28,1998,1616,4,4,1,633774.692329409,308068.975539746,1404367,0
28,1999,1616,4,4,0,662317.88370956,308811.402670851,0,0
28,2000,1616,4,4,0,672395.295052225,313493.8431587,0,0
28,2001,1616,4,4,0,675189.112357834,311726.06266023,0,0
28,2002,1616,4,3,0,655140.832216822,310012.1444947,0,0
28,2003,7415,3,3,1,664024.61964457,297892.681835685,457521,0
28,2004,7415,3,3,0,695610.646970877,289010.314600321,0,0
29,1995,5657,3,3,1,680958.093613718,299450.057487639,536522,1883288
29,1996,5657,3,3,0,674929.122725589,298341.63316083,0,0
29,1997,5657,3,3,0,681738.446446708,288108.611617399,0,0
29,1998,5657,3,3,0,682303.992984383,300477.343822243,0,0
29,1999,5657,3,3,0,663265.223583493,287144.637787896,0,0
29,2000,5657,3,3,0,691372.561272206,287114.360110819,0,0
29,2001,5657,3,1,0,685592.569631929,297291.924107851,0,0
29,2002,1192,1,1,1,703119.230534196,308511.738043379,743242,0
29,2003,1192,1,1,0,696255.122969668,301525.120281178,0,0
29,2004,1192,1,1,0,670577.357931046,298283.375433497,0,0
30,1995,1192,1,1,0,661307.727721859,292898.190830825,0,1615845
30,1996,1192,1,1,0,671946.396620653,288984.158705138,0,0
30,1997,1192,1,1,0,674801.947037572,290997.043890702,0,0
30,1998,1192,1,1,0,679020.539133566,302305.512081534,0,0
30,1999,1192,1,5,0,688310.623671219,312279.68727536,0,0
30,2000,5517,5,5,1,713237.232875633,305417.986232044,763122,0
30,2001,5517,5,5,0,736647.575493788,300447.155343868,0,0
30,2002,5517,5,5,0,701020.447189228,311777.89880639,0,0
30,2003,5517,5,5,0,735386.664488294,300392.387960163,0,0
30,2004,5517,5,6,0,727832.544239257,303496.124796131,0,0
31,1995,5517,6,6,0,722982.44187297,299140.496292206,0,1593866
31,1996,5517,6,6,0,706726.216133623,288380.747453226,0,0
31,1997,5517,6,6,0,730836.949104343,275080.694779135,0,0
31,1998,5517,6,6,0,705473.285168667,270966.105272477,0,0
31,1999,5517,6,6,0,688677.369078371,268309.443294548,0,0
31,2000,5517,6,6,0,687856.455988313,259740.893670166,0,0
31,2001,5517,6,6,0,655869.062773758,265680.779010156,0,0
31,2002,5517,6,6,0,634214.47899325,272513.045570475,0,0
31,2003,5517,6,6,0,630597.081276565,270748.363342582,0,0
31,2004,5517,6,5,0,603441.19272376,276128.642958875,0,0
32,1995,5517,5,5,0,605568.582821688,274217.326134116,0,1688209
32,1996,5517,5,5,0,612161.689048978,260742.588498558,0,0
32,1997,5517,5,5,0,609416.349846912,248945.44035505,0,0
32,1998,5517,5,5,0,599921.828024371,243355.517532038,0,0
32,1999,5517,5,5,0,626295.135530465,254451.271277163,0,0
32,2000,5517,5,5,0,651977.373452672,249241.914201664,0,0
32,2001,5517,5,5,0,666991.355555798,257389.895785771,0,0
32,2002,5517,5,3,0,692709.395887637,244883.522612633,0,0
32,2003,6976,3,5,1,664660.559313817,247800.264649545,1793806,0
32,2004,2828,5,1,1,667298.698654166,235554.96245595,1804738,0
33,1995,2828,1,1,0,680629.838375665,223972.320317823,0,144373
33,1996,2828,1,1,0,691583.5070148,233800.060156934,0,0
33,1997,2828,1,1,0,689066.331663388,245197.435333311,0,0
33,1998,2828,1,1,0,678810.227557411,252960.452149019,0,0
33,1999,2828,1,1,0,710261.40451484,263218.039013429,0,0
33,2000,2828,1,1,0,715784.347701963,273242.77616987,0,0
33,2001,2828,1,1,0,740361.710890415,268055.067924581,0,0
33,2002,2828,1,1,0,752245.519164282,266171.613772035,0,0
33,2003,2828,1,1,0,751643.051351454,276587.458024999,0,0
33,2004,2828,1,6,0,727380.751182261,263003.494440396,0,0
34,1995,2828,6,6,0,753805.478027599,261650.559841053,0,818830
34,1996,2828,6,6,0,767820.511014849,261022.594294569,0,0
34,1997,2828,6,1,0,736574.04804499,261595.743240923,0,0
34,1998,8976,1,1,1,727356.827487276,262598.453231275,379974,0
34,1999,8976,1,1,0,722193.502139966,261328.304255281,0,0
34,2000,8976,1,6,0,751035.258723868,269368.28206437,0,0
34,2001,2933,6,6,1,714997.498607756,278324.018985713,1718550,0
34,2002,2933,6,6,0,728668.315988819,270894.632412286,0,0
34,2003,2933,6,6,0,753197.305430055,262395.976768874,0,0
34,2004,2933,6,5,0,723632.799396453,272785.672233522,0,0
35,1995,2933,5,5,0,695092.740920317,266078.440168311,0,727392
35,1996,2933,5,5,0,701439.888770058,275952.277509458,0,0
35,1997,2933,5,5,0,702972.392475374,286226.082269458,0,0
35,1998,2933,5,5,0,719562.692239946,274725.272044482,0,0
35,1999,2933,5,5,0,710160.543255215,274542.726367625,0,0
35,2000,2933,5,5,0,687848.58906423,284585.338599133,0,0
35,2001,2933,5,5,0,713734.707385342,288452.915373369,0,0
35,2002,2933,5,5,0,694727.408221535,290136.827213964,0,0
35,2003,2933,5,6,0,723722.782612217,275701.866242458,0,0
35,2004,3518,6,3,1,724243.277907386,262528.019046764,1567850,0
36,1995,3518,3,3,0,723679.339215791,249758.18621215,0,1522658
36,1996,9146,3,3,1,702321.73368119,254405.192286966,1422579,0
36,1997,9146,3,3,0,692248.85932226,243592.41358828,0,0
36,1998,9146,3,6,0,663650.912944387,239539.01091691,0,0
36,1999,157,6,6,1,691559.518038415,246782.312928174,1696394,0
36,2000,157,6,6,0,658193.763890381,238632.863002125,0,0
36,2001,157,6,6,0,647661.897373964,236363.882332076,0,0
36,2002,157,6,6,0,627946.663636754,240981.129358664,0,0
36,2003,157,6,6,0,611699.923846285,245912.808114172,0,0
36,2004,157,6,4,0,593510.369579687,241712.612783448,0,0
37,1995,157,4,4,0,617715.309086985,237715.812707953,0,2808590
37,1996,157,4,5,0,601327.153198363,235481.219355197,0,0
37,1997,2663,5,5,1,624472.065366773,233236.41957589,910037,0
37,1998,2663,5,5,0,648771.599503835,229547.95529595,0,0
37,1999,2663,5,5,0,650747.789897354,240106.173255717,0,0
37,2000,2663,5,5,0,669841.553567338,246400.212801894,0,0
37,2001,2663,5,5,0,662701.569948799,255029.855568427,0,0
37,2002,2663,5,5,0,654958.229469252,245460.955609139,0,0
37,2003,2663,5,5,0,685578.603019113,247496.184056183,0,0
37,2004,2663,5,3,0,663574.418125742,238947.533137904,0,0
38,1995,2663,3,3,0,695683.556503594,244680.927109847,0,693775
38,1996,2663,3,3,0,699983.155078257,238602.573833843,0,0
38,1997,2663,3,3,0,699892.853727871,227406.85089605,0,0
38,1998,2663,3,3,0,678439.077375321,231318.285503816,0,0
38,1999,2663,3,3,0,709962.929654089,234083.149652728,0,0
38,2000,2663,3,3,0,743999.269202717,229747.11446367,0,0
38,2001,2663,3,1,0,728349.862085511,231212.258080838,0,0
38,2002,5104,1,1,1,728970.319703534,227519.561846677,845431,0
38,2003,5104,1,1,0,731937.431474355,227695.304183845,0,0
38,2004,5104,1,5,0,717758.506008473,223810.469402217,0,0
39,1995,5104,5,5,0,701626.208767075,223575.158155168,0,1334988
39,1996,5104,5,5,0,694583.667916672,224826.364286278,0,0
39,1997,5104,5,5,0,677155.18119894,216158.055803028,0,0
39,1998,5104,5,5,0,662184.033440475,206919.076787159,0,0
39,1999,5104,5,6,0,672385.787164223,213798.459611943,0,0
39,2000,4246,6,6,1,696640.958913263,204121.467386482,1440912,0
39,2001,4246,6,6,0,667887.571626776,212907.568185069,0,0
39,2002,8109,6,6,1,699755.491927678,208702.21450911,1074167,0
39,2003,8109,6,6,0,696160.121240744,216401.309556698,0,0
39,2004,8109,6,6,0,721527.266363268,218750.864453896,0,0
40,1995,8109,6,6,0,750322.386926406,223752.140211362,0,2194263
40,1996,8109,6,6,0,764247.070287571,214958.852614384,0,0
40,1997,8109,6,6,0,775422.891791036,218804.352479747,0,0
40,1998,9534,6,6,1,801905.845476301,208397.6997663,918762,0
40,1999,5812,6,6,1,825958.628327266,199428.159884607,484475,0
40,2000,5812,6,6,0,803240.653192979,207539.625982035,0,0
40,2001,5812,6,6,0,784139.461210983,217537.844222076,0,0
40,2002,5812,6,6,0,813480.688508517,228327.958133374,0,0
40,2003,5812,6,6,0,785511.614392121,228858.040850876,0,0
40,2004,5812,6,1,0,816963.38852135,218085.648338823,0,0
41,1995,4540,1,1,1,820207.439084004,227113.975596908,857708,1500329
41,1996,4540,1,1,0,812057.808193668,230873.367622939,0,0
41,1997,4540,1,4,0,831800.350082135,235821.333565948,0,0
41,1998,1474,4,4,1,820211.522296441,224352.492509211,167710,0
41,1999,1474,4,4,0,826243.584953475,214307.63247179,0,0
41,2000,1474,4,4,0,855671.707077098,207989.776782963,0,0
41,2001,1474,4,4,0,813800.323698337,210909.493564561,0,0
41,2002,1474,4,4,0,773699.283962206,205645.309409582,0,0
41,2003,1474,4,4,0,756089.557260579,207048.622283994,0,0
41,2004,1474,4,4,0,740639.221192551,208342.291599821,0,0
42,1995,1474,4,4,0,714406.402554896,198314.10255393,0,850239
42,1996,1474,4,4,0,689252.77627971,191200.206856332,0,0
42,1997,1474,4,4,0,693843.415166258,196542.219649085,0,0
42,1998,1474,4,4,0,705589.296394502,196077.102472831,0,0
42,1999,1474,4,4,0,670368.632828124,188151.037028464,0,0
42,2000,1474,4,4,0,687722.876904484,180237.938859112,0,0
42,2001,1474,4,6,0,654300.587100795,172066.890805103,0,0
42,2002,957,6,6,1,635511.495876901,176672.03448913,1182026,0
42,2003,957,6,6,0,651541.829395402,183819.716925155,0,0
42,2004,957,6,3,0,633953.807916214,176082.120107411,0,0
43,1995,957,3,3,0,646873.552511476,176248.371190831,0,2842240
43,1996,957,3,3,0,651540.321530271,170856.279663917,0,0
43,1997,957,3,3,0,630969.533168322,176183.419886948,0,0
43,1998,957,3,3,0,660874.989363984,180126.89088539,0,0
43,1999,957,3,3,0,687228.542432433,173432.21320017,0,0
43,2000,957,3,3,0,659969.616871919,166990.489861541,0,0
43,2001,957,3,3,0,664137.858364277,164049.51849905,0,0
43,2002,6730,3,3,1,678462.277379156,158092.646961821,939460,0
43,2003,6730,3,3,0,687921.710412577,151476.016552964,0,0
43,2004,6730,3,5,0,709504.998188448,149445.850949003,0,0
44,1995,6730,5,5,0,696698.686560043,143897.434957083,0,718231
44,1996,3236,1,1,1,698049.220498805,147736.682314276,1687120,0
44,1997,3236,1,1,0,708737.307416695,145007.316223451,0,0
44,1998,3236,1,1,0,713064.157499873,148485.06779858,0,0
